id,species,taxonId,ensembl,entrez,name,fullname,synonym,signature,chromStart,chromEnd,chromStrand,chromName,band,goTerms,function,goFunctions,goLocalizations,cerebralLocalization,nrIntxsValidated,nrIntxsPredicted,transcripts,humanOrthologs,mouseOrthologs,bovineOrthologs,lastModified
10249,Homo sapiens,9606,ENSG00000138606,90525,SHF,Src homology 2 domain containing F ,,SHF|IDBG-10249|ENSG00000138606|90525,45167214,45201175,-1,15,q21.1,GO:0006915|apoptotic process|biological_process,,,,Unknown,0,0,10251|371561|602249|583812|602305|583783|598930|592910|600100|583938,,Shf|IDBG-202991|ENSMUSG00000033256|435684,SHF|IDBG-646696|ENSBTAG00000020934|,2017/2/20
10290,Homo sapiens,9606,ENSG00000180104,11336,EXOC3,exocyst complex component 3 ,SEC6|SEC6L1|Sec6p,EXOC3|IDBG-10290|ENSG00000180104|11336,443158,471937,1,5,p15.33,GO:0000145|exocyst|cellular_component#GO:0005515|protein binding|molecular_function#GO:0006887|exocytosis|biological_process#GO:0015031|protein transport|biological_process#GO:0030667|secretory granule membrane|cellular_component#GO:0044267|cellular protein metabolic process|biological_process#GO:0061024|membrane organization|biological_process, protein binding,GO:0005515: protein binding,GO:0005515: protein binding,Cytoplasm,23,3,10294|484723|480525|481766|477920,,Exoc3|IDBG-167158|ENSMUSG00000034152|211446,EXOC3|IDBG-632568|ENSBTAG00000008606|513138,2017/2/20
10313,Homo sapiens,9606,ENSG00000100266,11252,PACSIN2,protein kinase C and casein kinase substrate in neurons 2 ,SDPII,PACSIN2|IDBG-10313|ENSG00000100266|11252,42835412,43015145,-1,22,q13.2,GO:0005215|transporter activity|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005634|nucleus|cellular_component#GO:0005737|cytoplasm|cellular_component#GO:0005769|early endosome|cellular_component#GO:0005829|cytosol|cellular_component#GO:0005856|cytoskeleton|cellular_component#GO:0005901|caveola|cellular_component#GO:0005911|cell-cell junction|cellular_component#GO:0008092|cytoskeletal protein binding|molecular_function#GO:0008289|lipid binding|molecular_function#GO:0019898|extrinsic component of membrane|cellular_component#GO:0030036|actin cytoskeleton organization|biological_process#GO:0030659|cytoplasmic vesicle membrane|cellular_component#GO:0032587|ruffle membrane|cellular_component#GO:0036010|protein localization to endosome|biological_process#GO:0042802|identical protein binding|molecular_function#GO:0043231|intracellular membrane-bounded organelle|cellular_component#GO:0045806|negative regulation of endocytosis|biological_process#GO:0048858|cell projection morphogenesis|biological_process#GO:0055038|recycling endosome membrane|cellular_component#GO:0070062|extracellular vesicular exosome|cellular_component#GO:0070300|phosphatidic acid binding|molecular_function#GO:0070836|caveola assembly|biological_process#GO:0072584|caveolin-mediated endocytosis|biological_process#GO:0097320|membrane tubulation|biological_process, phosphatidic acid binding,GO:0005215: transporter activity#GO:0005515: protein binding#GO:0008092: cytoskeletal protein binding#GO:0008289: lipid binding#GO:0042802: identical protein binding#GO:0070300: phosphatidic acid binding,"GO:0005215: transporter activity,GO:0005515: protein binding,GO:0008092: cytoskeletal protein binding,GO:0008289: lipid binding,GO:0042802: identical protein binding,GO:0070300: phosphatidic acid binding",Nucleus,35,3,10315|10317|293004|293005|293006|379098|379101|379105|379108|379110|484318,,Pacsin2|IDBG-168133|ENSMUSG00000016664|23970,PACSIN2|IDBG-642127|ENSBTAG00000019290|540107,2017/2/20
10338,Homo sapiens,9606,ENSG00000066230,6550,SLC9A3,"solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 ",NHE3,SLC9A3|IDBG-10338|ENSG00000066230|6550,473310,524332,-1,5,p15.33,GO:0005515|protein binding|molecular_function#GO:0005886|plasma membrane|cellular_component#GO:0005903|brush border|cellular_component#GO:0006811|ion transport|biological_process#GO:0006812|cation transport|biological_process#GO:0006814|sodium ion transport|biological_process#GO:0006885|regulation of pH|biological_process#GO:0009986|cell surface|cellular_component#GO:0015299|solute:proton antiporter activity|molecular_function#GO:0015385|sodium:proton antiporter activity|molecular_function#GO:0016021|integral component of membrane|cellular_component#GO:0016324|apical plasma membrane|cellular_component#GO:0030165|PDZ domain binding|molecular_function#GO:0031526|brush border membrane|cellular_component#GO:0031988|membrane-bounded vesicle|cellular_component#GO:0035725|sodium ion transmembrane transport|biological_process#GO:0055085|transmembrane transport|biological_process#GO:0070062|extracellular vesicular exosome|cellular_component#GO:1902600|hydrogen ion transmembrane transport|biological_process, PDZ domain binding,GO:0005515: protein binding#GO:0015299: solute:proton antiporter activity#GO:0015385: sodium:proton antiporter activity#GO:0030165: PDZ domain binding,"GO:0005515: protein binding,GO:0015299: solute:proton antiporter activity,GO:0015385: sodium:proton antiporter activity,GO:0030165: PDZ domain binding",Cell surface,14,0,10340|482365,,Slc9a3|IDBG-167051|ENSMUSG00000036123|105243,BT.29773|IDBG-632536|ENSBTAG00000004629|407112,2017/2/20
10343,Homo sapiens,9606,ENSG00000168481,203190,LGI3,"leucine-rich repeat LGI family, member 3 ",,LGI3|IDBG-10343|ENSG00000168481|203190,22146825,22157084,-1,8,p21.3,GO:0003824|catalytic activity|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005576|extracellular region|cellular_component#GO:0006887|exocytosis|biological_process#GO:0008021|synaptic vesicle|cellular_component#GO:0008152|metabolic process|biological_process#GO:0017157|regulation of exocytosis|biological_process#GO:0030054|cell junction|cellular_component#GO:0043005|neuron projection|cellular_component, protein binding,GO:0003824: catalytic activity#GO:0005515: protein binding,"GO:0003824: catalytic activity,GO:0005515: protein binding",Extracellular,0,0,10345|362697|477801|474217,,Lgi3|IDBG-178840|ENSMUSG00000033595|213469,LGI3|IDBG-634665|ENSBTAG00000004578|516661,2017/2/20
10346,Homo sapiens,9606,ENSG00000105997,3200,HOXA3,homeobox A3 ,HOX1|HOX1E,HOXA3|IDBG-10346|ENSG00000105997|3200,27106184,27152581,-1,7,p15.2,"GO:0001525|angiogenesis|biological_process#GO:0001974|blood vessel remodeling|biological_process#GO:0003677|DNA binding|molecular_function#GO:0003700|sequence-specific DNA binding transcription factor activity|molecular_function#GO:0005634|nucleus|cellular_component#GO:0006351|transcription, DNA-templated|biological_process#GO:0006355|regulation of transcription, DNA-templated|biological_process#GO:0008284|positive regulation of cell proliferation|biological_process#GO:0009887|organ morphogenesis|biological_process#GO:0009952|anterior/posterior pattern specification|biological_process#GO:0010159|specification of organ position|biological_process#GO:0021615|glossopharyngeal nerve morphogenesis|biological_process#GO:0030878|thyroid gland development|biological_process#GO:0043565|sequence-specific DNA binding|molecular_function#GO:0048538|thymus development|biological_process#GO:0048645|organ formation|biological_process#GO:0048704|embryonic skeletal system morphogenesis|biological_process#GO:0048706|embryonic skeletal system development|biological_process#GO:0051216|cartilage development|biological_process#GO:0060017|parathyroid gland development|biological_process#GO:0071837|HMG box domain binding|molecular_function", HMG box domain binding,GO:0003677: DNA binding#GO:0003700: sequence-specific DNA binding transcription factor activity#GO:0043565: sequence-specific DNA binding#GO:0071837: HMG box domain binding,"GO:0003677: DNA binding,GO:0003700: sequence-specific DNA binding transcription factor activity,GO:0043565: sequence-specific DNA binding,GO:0071837: HMG box domain binding",Nucleus,9,0,10348|237688|477497|473977|807357,,Hoxa3|IDBG-251785|ENSMUSG00000079560|15400,HOXA3|IDBG-633595|ENSBTAG00000008139|509991,2017/2/20
10359,Homo sapiens,9606,ENSG00000100626,57452,GALNTL1,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 1 ,,GALNTL1|IDBG-10359|ENSG00000100626|57452,69259277,69357033,1,14,q24.1,GO:0000139|Golgi membrane|cellular_component#GO:0004653|polypeptide N-acetylgalactosaminyltransferase activity|molecular_function#GO:0006486|protein glycosylation|biological_process#GO:0016021|integral component of membrane|cellular_component#GO:0046872|metal ion binding|molecular_function#GO:0070062|extracellular vesicular exosome|cellular_component, metal ion binding,GO:0004653: polypeptide N-acetylgalactosaminyltransferase activity#GO:0046872: metal ion binding,"GO:0004653: polypeptide N-acetylgalactosaminyltransferase activity,GO:0046872: metal ion binding",Plasma membrane,1,0,10361|373238|600762|601981,,Galntl1|IDBG-153675|ENSMUSG00000021130|108760,GALNTL1|IDBG-646805|ENSBTAG00000009998|526331,2017/2/20
10395,Homo sapiens,9606,ENSG00000100290,638,BIK,BCL2-interacting killer (apoptosis-inducing) ,BIP1|BP4|NBK,BIK|IDBG-10395|ENSG00000100290|638,43110748,43129712,1,22,q13.2,GO:0005515|protein binding|molecular_function#GO:0005740|mitochondrial envelope|cellular_component#GO:0006915|apoptotic process|biological_process#GO:0007283|spermatogenesis|biological_process#GO:0008584|male gonad development|biological_process#GO:0008637|apoptotic mitochondrial changes|biological_process#GO:0012505|endomembrane system|cellular_component#GO:0016021|integral component of membrane|cellular_component#GO:0031966|mitochondrial membrane|cellular_component#GO:0032464|positive regulation of protein homooligomerization|biological_process#GO:0046982|protein heterodimerization activity|molecular_function#GO:0051400|BH domain binding|molecular_function#GO:0090200|positive regulation of release of cytochrome c from mitochondria|biological_process, BH domain binding,GO:0005515: protein binding#GO:0046982: protein heterodimerization activity#GO:0051400: BH domain binding,"GO:0005515: protein binding,GO:0046982: protein heterodimerization activity,GO:0051400: BH domain binding",Plasma membrane,25,0,10397,,Bik|IDBG-168304|ENSMUSG00000016758|12124,,2017/2/20
10398,Homo sapiens,9606,ENSG00000168487,649,BMP1,bone morphogenetic protein 1 ,OI13|PCOLC|PCP|PCP2|TLD,BMP1|IDBG-10398|ENSG00000168487|649,22164736,22212326,1,8,p21.3,GO:0001501|skeletal system development|biological_process#GO:0001502|cartilage condensation|biological_process#GO:0001503|ossification|biological_process#GO:0004222|metalloendopeptidase activity|molecular_function#GO:0005125|cytokine activity|molecular_function#GO:0005509|calcium ion binding|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005576|extracellular region|cellular_component#GO:0005578|proteinaceous extracellular matrix|cellular_component#GO:0005615|extracellular space|cellular_component#GO:0005794|Golgi apparatus|cellular_component#GO:0006508|proteolysis|biological_process#GO:0007275|multicellular organismal development|biological_process#GO:0008083|growth factor activity|molecular_function#GO:0008233|peptidase activity|molecular_function#GO:0008237|metallopeptidase activity|molecular_function#GO:0008270|zinc ion binding|molecular_function#GO:0022617|extracellular matrix disassembly|biological_process#GO:0030154|cell differentiation|biological_process#GO:0030198|extracellular matrix organization|biological_process#GO:0031988|membrane-bounded vesicle|cellular_component#GO:0042157|lipoprotein metabolic process|biological_process#GO:0044281|small molecule metabolic process|biological_process#GO:0061036|positive regulation of cartilage development|biological_process, zinc ion binding,GO:0004222: metalloendopeptidase activity#GO:0005125: cytokine activity#GO:0005509: calcium ion binding#GO:0005515: protein binding#GO:0008083: growth factor activity#GO:0008233: peptidase activity#GO:0008237: metallopeptidase activity#GO:0008270: zinc ion binding,"GO:0004222: metalloendopeptidase activity,GO:0005125: cytokine activity,GO:0005509: calcium ion binding,GO:0005515: protein binding,GO:0008083: growth factor activity,GO:0008233: peptidase activity,GO:0008237: metallopeptidase activity,GO:0008270: zinc ion binding",Extracellular,11,2,10400|10408|10410|234454|477510|473439|479248|475176|476271|478749|481148|475146,,Bmp1|IDBG-178672|ENSMUSG00000022098|12153,BMP1|IDBG-634694|ENSBTAG00000000917|,2017/2/20
10411,Homo sapiens,9606,ENSG00000163145,114905,C1QTNF7,C1q and tumor necrosis factor related protein 7 ,,C1QTNF7|IDBG-10411|ENSG00000163145|114905,15339818,15446166,1,4,p15.32,GO:0005515|protein binding|molecular_function#GO:0005581|collagen trimer|cellular_component#GO:0005615|extracellular space|cellular_component#GO:0051260|protein homooligomerization|biological_process, protein binding,GO:0005515: protein binding,GO:0005515: protein binding,Extracellular,1,0,10413|10415|234789|363134|363135,,C1qtnf7|IDBG-160924|ENSMUSG00000061535|109323,BT.19274|IDBG-643966|ENSBTAG00000010343|540131,2017/2/20
10422,Homo sapiens,9606,ENSG00000106004,3202,HOXA5,homeobox A5 ,HOX1|HOX1.3|HOX1C,HOXA5|IDBG-10422|ENSG00000106004|3202,27141052,27143668,-1,7,p15.2,"GO:0001501|skeletal system development|biological_process#GO:0002009|morphogenesis of an epithelium|biological_process#GO:0003016|respiratory system process|biological_process#GO:0003677|DNA binding|molecular_function#GO:0003700|sequence-specific DNA binding transcription factor activity|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005634|nucleus|cellular_component#GO:0006351|transcription, DNA-templated|biological_process#GO:0007389|pattern specification process|biological_process#GO:0007585|respiratory gaseous exchange|biological_process#GO:0009952|anterior/posterior pattern specification|biological_process#GO:0010870|positive regulation of receptor biosynthetic process|biological_process#GO:0016477|cell migration|biological_process#GO:0016525|negative regulation of angiogenesis|biological_process#GO:0030324|lung development|biological_process#GO:0030878|thyroid gland development|biological_process#GO:0033599|regulation of mammary gland epithelial cell proliferation|biological_process#GO:0035264|multicellular organism growth|biological_process#GO:0043065|positive regulation of apoptotic process|biological_process#GO:0043565|sequence-specific DNA binding|molecular_function#GO:0045639|positive regulation of myeloid cell differentiation|biological_process#GO:0045647|negative regulation of erythrocyte differentiation|biological_process#GO:0045944|positive regulation of transcription from RNA polymerase II promoter|biological_process#GO:0048286|lung alveolus development|biological_process#GO:0048704|embryonic skeletal system morphogenesis|biological_process#GO:0048706|embryonic skeletal system development|biological_process#GO:0060435|bronchiole development|biological_process#GO:0060439|trachea morphogenesis|biological_process#GO:0060441|epithelial tube branching involved in lung morphogenesis|biological_process#GO:0060480|lung goblet cell differentiation|biological_process#GO:0060481|lobar bronchus epithelium development|biological_process#GO:0060484|lung-associated mesenchyme development|biological_process#GO:0060535|trachea cartilage morphogenesis|biological_process#GO:0060536|cartilage morphogenesis|biological_process#GO:0060574|intestinal epithelial cell maturation|biological_process#GO:0060638|mesenchymal-epithelial cell signaling|biological_process#GO:0060644|mammary gland epithelial cell differentiation|biological_process#GO:0060749|mammary gland alveolus development|biological_process#GO:0060764|cell-cell signaling involved in mammary gland development|biological_process", sequence-specific DNA binding,GO:0003677: DNA binding#GO:0003700: sequence-specific DNA binding transcription factor activity#GO:0005515: protein binding#GO:0043565: sequence-specific DNA binding,"GO:0003677: DNA binding,GO:0003700: sequence-specific DNA binding transcription factor activity,GO:0005515: protein binding,GO:0043565: sequence-specific DNA binding",Nucleus,16,2,10424,,Hoxa5|IDBG-147940|ENSMUSG00000038253|15402,HOXA5|IDBG-633592|ENSBTAG00000012211|768039,2017/2/20
